MacroPlot Name,Date,Index,Transect,SampLoc,OffSet,LittDep,LiveMoss,DeadMoss,UppDuffDep,LowDuffDep,LichDep,FuelbedDep,ExpDLFuConSt,Comment,UV1,UV2,UV3,NumTran,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
NOAT-TUT-D03,6/25/2011 7:29:29 PM,-2147483648,1,1,False,,,,,,,,Default,No duff plug collected,,,,,,,,,,,,
DENA-HZF-Z2-10RL,8/11/2003 6:23:29 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z2-10RL,8/11/2003 6:23:29 PM,-2147483648,1,0,False,,8,4,2,1,,15,Default,,,,,,,,,,,,,
DENA-HZF-Z2-10RL,8/11/2003 6:23:29 PM,-2147483647,1,16,False,1,5,3,2,2,,13,Default,,,,,,,,,,,,,
DENA-HZF-Z2-10RL,6/22/2005 10:34:02 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z2-10RL,6/22/2005 10:34:02 AM,-2147483648,1,0,False,1,4,5,4,3,,17,Default,,,,,,,,,,,,,
DENA-HZF-Z2-10RL,6/22/2005 10:34:02 AM,-2147483647,1,16,False,1,2,4.5,2.5,2,,12,Default,,,,,,,,,,,,,
DENA-HZF-Z2-10RL,7/25/2009 3:29:21 PM,,,,,,,,,,,,,,,,,1,J Mitchell; H Bradshaw; R Wilson; B McCreary; C Campanelli; M Llanes,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z2-10RL,7/25/2009 3:29:21 PM,-2147483648,1,1,False,,,,,17,,17,Default,to permafrost,,,0m,,,,,,,,,
DENA-HZF-Z2-10RL,7/25/2009 3:29:21 PM,-2147483647,1,2,False,,,,,1,,1,Default,to mineral soil under a tree,,,16m,,,,,,,,,
DENA-HZF-Z2-10RL,8/11/2021 7:54:18 PM,,,,,,,,,,,,,,,,,1,W Gautsch; M Neuser; R Nessle,M Neuser,Surface Layer Burn Severity,Surface layer code at point where duff plug is taken,Sample Location,Duff plug not taken; too close to visitor center,True,
DENA-HZF-Z2-10RL,8/11/2021 7:54:18 PM,-2147483648,1,1,False,,,,,,,,Default,Duff plug not taken; too close to visitor center,,,,,,,,,,,,
DENA-HZF-Z2-10RL,8/11/2021 7:54:18 PM,-2147483647,1,2,False,,,,,,,,Default,Duff plug not taken; too close to visitor center,,,,,,,,,,,,
NOAT-SID-G03,6/24/2011 9:14:52 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-SID-G03,6/24/2011 9:14:52 PM,-2147483648,1,1,False,,,,,,,,Default,no data collected,,,,,,,,,,,,
DENA-A274-F10,7/22/2016 10:13:01 AM,,,,,,,,,,,,,,,,,1,Jennifer Barnes; Winter West,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,,,True,
DENA-A274-F10,7/22/2016 10:13:01 AM,-2147483648,1,1,False,0.2,1,2,1,3,4,11,Default,,,,,,,,,,,,,
DENA-A274-F10,7/22/2016 10:13:01 AM,-2147483647,1,2,False,0.2,2,1.5,12,3,1,19.5,Default,,,,,,,,,,,,,
DENA-A274-F10,7/22/2016 10:13:01 AM,-2147483646,1,3,False,0.2,2,,20,,0.2,22,Default,UD is 20+ cm thick. Sampled in SM,,Sphagnum,,,,,,,,,,
NOAT-NAN-F01,6/23/2011 5:09:48 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAN-F01,6/23/2011 5:09:48 PM,-2147483648,1,1,False,,1.5,2,6.5,3.5,,13.5,Default,FM (AULAC) at surface; lower duff to frozen mud,Unburned,FM,,,,,,,,,,
A223-86-251,7/8/2005 10:01:10 AM,,,,,,,,,,,,,,,,,1,Parker; Stinchfield; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A223-86-251,7/8/2005 10:01:10 AM,-2147483648,1,1,False,2,0,0,2,4,0,8,Default,,,,0m,,,,,,,,,
A223-86-251,7/8/2005 10:01:10 AM,-2147483647,1,2,False,3,0,0,4,3,0,10,Default,,,,30m,,,,,,,,,
DENA-HQ-TX-12,6/22/2021 2:52:26 PM,,,,,,,,,,,,,,,,,1,J Barnes; K Gates; J OConnor,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-12,6/22/2021 2:52:26 PM,-2147483648,1,1,False,,3,2,7,4,,16,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-12,6/22/2021 2:52:26 PM,-2147483647,1,2,False,,5,2,3,2.5,,12.5,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-12,6/22/2023 12:50:44 PM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-12,6/22/2023 12:50:44 PM,1,1,1,False,2,5,1,3,5,0,16,Default,,,HYLSPL,0m,,,,,,,,,
DENA-HQ-TX-12,6/22/2023 12:50:44 PM,2,1,2,False,1,5,3,6,1,0,16,Default,,,HYLSPL,16m,,,,,,,,,
B288-01-1170,7/7/2005 10:50:26 AM,,,,,,,,,,,,,,,,,1,Reynar,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
B288-01-1170,7/7/2005 10:50:26 AM,-2147483648,1,1,False,0,5,3,0,,0,,Default,LD = Muck.  Did not measure LD.,,,0m,,,,,,,,,
B288-01-1170,7/7/2005 10:50:26 AM,-2147483647,1,2,False,0.2,6,4,0,,0,,Default,LD = Muck.  Did not measure LD.,,,30m,,,,,,,,,
NOAT-SID-G04,6/24/2011 10:13:03 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-SID-G04,6/24/2011 10:13:03 PM,-2147483648,1,1,False,,,,,,,,Default,no data collected,,,,,,,,,,,,
DENA-HQ-TX-19,6/22/2021 5:34:49 PM,,,,,,,,,,,,,,,,,1,J Barnes; K Gates; J OConnor,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-19,6/22/2021 5:34:49 PM,-2147483648,1,1,False,0.5,2.5,0.5,7,5,,15.5,Default,,,unknown,0m,,,,,,,,,
DENA-HQ-TX-19,6/22/2021 5:34:49 PM,-2147483647,1,2,False,,2.5,6,2,2.5,,13,Default,,,unknown,16m,,,,,,,,,
DENA-HQ-TX-10,6/24/2021 2:38:39 PM,,,,,,,,,,,,,,,,,1,J Barnes; K Gates; J OConnor,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-10,6/24/2021 2:38:39 PM,-2147483648,1,1,False,,4,3,6,5.5,,18.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-10,6/24/2021 2:38:39 PM,-2147483647,1,2,False,,3.5,2.5,5.5,5,,16.5,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-10,6/27/2023 12:16:25 PM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-10,6/27/2023 12:16:25 PM,1,1,1,False,0.1,5,4,8.5,7,0,24.6,Default,,,,0m,,,,,,,,,
DENA-HQ-TX-10,6/27/2023 12:16:25 PM,2,1,2,False,0.1,0.1,5,13,6,0.1,24.3,Default,,,,16m,,,,,,,,,
A185-86-136,7/7/2005 8:49:34 AM,,,,,,,,,,,,,,,,,1,J. Allen,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A185-86-136,7/7/2005 8:49:34 AM,-2147483648,1,1,False,0,0.5,0,2,7,3,12.5,Default,,,CLAO,0m,,,,,,,,,
A185-86-136,7/7/2005 8:49:34 AM,-2147483647,1,2,False,0,1.5,0.5,0,0,0,2,Default,Sampled to MIN,,POJU,30m,,,,,,,,,
A185-86-136,7/26/2011 11:00:42 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
A185-86-136,7/26/2011 11:00:42 AM,-2147483648,1,6,True,0,0.8,0,0,0,0,0.8,Default,CEPU on top of mineral soil,CEPU,,,,,,,,,,,
A185-86-136,7/26/2011 11:00:42 AM,-2147483647,1,18,True,0,1,0,0,2.5,0,3.5,Default,CEPU and thin layer of lower duff on top of mineral soil,CEPU,,,,,,,,,,,
